tnsn ,titem_name ,titem_price ,tdescription 
5120-00-223-6944 ,Screw Extractor ,5.51,"Type 3: Straight Flute Extractor. These hand operated extractors remove broken screws, pipes, bolts, studs & fittings from threaded openings. B107.46  "
5120-01-140-4498 ,Screw Extractor ,6.48,"Type 3: Straight Flute Extractor. These hand operated extractors remove broken screws, pipes, bolts, studs & fittings from threaded openings. B107.46  "
5120-00-756-0933 ,Screw Extractor ,3.42,"Type 4: Tapered Flute Extractor. These hand operated extractors remove broken screws, pipes, bolts, studs & fittings from threaded openings. B107.46  "
5120-00-180-0779 ,Screw Extractor ,5.39,"Type 4: Tapered Flute Extractor. These hand operated extractors remove broken screws, pipes, bolts, studs & fittings from threaded openings. B107.46  "
5120-00-595-8279 ,Screw Extractor Set ,7.73,"Type 2: (Spiral Flute Extractor). This set includes (5) extractors in sizes 1 - 5. These hand operated extractor sets remove broken screws, pipes, bolts, studs & fittings from threaded openings. B107.46  "
5120-00-357-5853 ,Screw Extractor Set ,9.38,"Type 2: (Spiral Flute Extractor). This set includes (6) extractors in sizes 1 - 6. These hand operated extractor sets remove broken screws, pipes, bolts, studs & fittings from threaded openings. B107.46  "
5120-00-610-1888 ,Screw Extractor Set ,41.27,"Type 2: (Spiral Flute Extractor). This set includes (9) extractors in sizes 1 - 9. These hand operated extractor sets remove broken screws, pipes, bolts, studs & fittings from threaded openings. B107.46  "
5120-00-305-2275 ,Screw Extractor Set (Combination) ,597.96,"This combination extractor set removes broken or embedded screws and bolts from 1/4 to 1"" in diameter. Set consists of (61) components consisting of: (5) Type 3: Straight Flute Extractors in sizes: 1 - 5 with a sliding turnout nut. (3) Type 3: Straight Fl"
5120-00-540-1416 ,Screw Extractor Set (Combination) ,127.75,"This combination extractor set removes broken or embedded screws and bolts from 1/4 to 1/2"" in diameter. Set consists of (20) components consisting of: (5) Type 3: Straight Flute Extractors in sizes: 1 - 5 with a sliding turnout nut. (5) commercial fracti"
5133-00-865-4208 ,Screw Guide ,3.35,Screw guide drills holes and countersinks or counterbores in one operation. The screw guide is made of steel and has one-piece integral construction. Features an adjustable stop on shank to set cutting depth. The screw guide will fit a three-jaw 1/4 chuck
5133-00-865-4209 ,Screw Guide ,3.35,Screw guide drills holes and countersinks or counterbores in one operation. The screw guide is made of steel and has one-piece integral construction. Features an adjustable stop on shank to set cutting depth. The screw guide will fit a three-jaw 1/4 chuck
5210-00-203-7763 ,Screw Pitch Gage ,31.88,"Fifty-one leaves have the following threads per inch: 4, 4-1/2, 5, 5-1/2, 6, 7, 8, 9, 10, 11, 11-1/2, 12, 13, 14, 15, 16, 18, 20, 22, 24, 26, 27, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 8"
5210-00-293-1872 ,Screw Pitch Gage ,16.66,"Twenty-eight leaves have the following threads per inch: 4, 4-1/2, 5, 6, 7, 8, 9, 10, 11, 11-1/2, 12, 13, 14, 16, 18, 20, 24, 27, 28, 32, 36, 40, 44, 48, 56, 64, 72 and 80. Two blade groups. Hardened steel feeler gage has 60?-angled teeth for checking int"
5210-00-221-1993 ,Screw Pitch Gage (Metric) ,22.63,"Seventeen leaves have thread pitch: 0.50, 0.75, 1.00, 1.25, 1.50, 1.75, 2.00, 2.50, 3.00, 3.50, 4.00, 4.50, 5.00, 5.50, 6.00, 6.50 and 7.00mm. Hardened steel feeler gage has 60 deg.-angled teeth for checking interior and exterior threads and pitches. Idea"
5120-00-832-6221 ,Screw Starter ,7.52,"Combination screw starter with rotating wedge grips. A Phillips size No. 2 starter is on one end and a straight slot starter is on the other. Has a 0.090"" wide and 0.025"" thick stationary blade tip and a 0.100"" wide and 0.025"" thick movable blade tip. Ove"
5120-00-278-0326 ,Screw Starter ,3.94,Has a 1/4-wide tip. Start or remove screws with a straight slot across the head. Spring-loaded wedge action grips screw slot internally. Heat-treated steel blade has a flat tip and a plastic or knurled metal handle.  
5120-00-278-0327 ,Screw Starter ,4.98,Has a 3/16-wide tip. Start or remove screws with a straight slot across the head. Spring-loaded wedge action grips screw slot internally. Heat-treated steel blade has a flat tip and a plastic or knurled metal handle.  
5120-01-241-7592 ,Screw Starter Set ,16.62,"Snap-On part number - SS30N. 3 pieces; part number - SSN3A, 1/16 inch handle diameter; .032 inch X 9/32 inch tip, 2-5/8 inches length; SSN5A - 7/16 inch handle diameter, .032 inch X 9/32 inch tip, 5-7/8 inches length; SSN9A - 15/32 inch handle diameter, ."
5120-00-797-2402 ,Screw Thread Insert Inserting Tool ,103,Coarse (UNC) threaded. Prewinder-style tool consists of steel mandrel and prewinder. Use for screw thread inserts up to 3 diameters long. Insert is loaded into internal thread of prewinder. Mandrel engages driving tang of insert. Has an offset handle. MIL
5120-00-816-5707 ,Screw Thread Insert Inserting Tool ,76.66,Coarse (UNC) threaded. Prewinder-style tool consists of steel mandrel and prewinder. Use for screw thread inserts up to 3 diameters long. Insert is loaded into internal thread of prewinder. Mandrel engages driving tang of insert. Has an offset handle. MIL
5120-00-710-7435 ,Screw Thread Insert Inserting Tool ,76.66,Fine (UNF) threaded. Prewinder-style tool consists of steel mandrel and prewinder. Use for screw thread inserts up to 3 diameters long. Insert is loaded into internal thread of prewinder. Mandrel engages driving tang of insert. Has an offset handle. MIL-T
5140-00-935-0718 ,Screw Thread Insert Kit Storage Box ,59.16,"Partitioned box has two slotted racks, eight flat dividers and six T dividers for easy storage of toolbox modules (not included). Box and racks are made of 22-gauge steel, with an 18-gauge steel lid and 24-gauge steel dividers. Has reinforced corners, two"
5180-00-177-8968 ,Screw Thread Insert Repair Kit ,"1,258.60","Contains 40 four point and 40 six point #10-32 UNF inserts.  Rosan P/N K4-192-192L or equal. Kit contains essential tools and solid, one-piece slimsert inserts (lightweight. thin wall, high strength threaded inserts) for repairing damaged threads. Comes w"
5180-00-935-4552 ,Screw Thread Insert Repair Kit ,"2,077.82","For 18-1.5mm spark plugs. Includes 10 long- and 10 short-reach inserts, offset tool, staking tool, expanding tool, spot face tool, extracting tool, Heli-Coil thread plug gauge and standard thread plug gauge. Heli-Coil P/N 4260-18-1. For use with aircraft "
5180-00-051-5024 ,Screw Thread Insert Repair Kit ,103.97,"Has Unified Coarse thread (UNC). Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert extractor, screw thread insert tang breakoff tool and thread-cutting taps. Special corrosion-resistant steel tool repa"
5180-00-054-7522 ,Screw Thread Insert Repair Kit ,218.02,"Has Unified Fine thread (UNF). Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert extractor, screw thread insert tang breakoff tool and thread-cutting taps. Special corrosion-resistant steel tool repair"
5180-00-054-7503 ,Screw Thread Insert Repair Kit ,190.1,"Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert extractor, screw thread insert tang breakoff tool and thread-cutting taps. Special corrosion-resistant steel tool repairs helical coil-wire screw threa"
5180-00-054-7507 ,Screw Thread Insert Repair Kit ,98.23,"Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert extractor, screw thread insert tang breakoff tool and thread-cutting taps. Special corrosion-resistant steel tool repairs helical coil-wire screw threa"
5180-00-054-7512 ,Screw Thread Insert Repair Kit ,135.82,"Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert extractor, screw thread insert tang breakoff tool and thread-cutting taps. Special corrosion-resistant steel tool repairs helical coil-wire screw threa"
5180-00-935-0739 ,Screw Thread Insert Repair Kit ,101.99,"Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert extractor, screw thread insert tang breakoff tool and thread-cutting taps. Special corrosion-resistant steel tool repairs helical coil-wire screw threa"
5180-00-935-0731 ,Screw Thread Insert Repair Kit ,85.03,"Packets of 10 each of 1-1/2"" diameter free running and screw locking inserts. Packets of 10 each of 2"" diameter free running and screw locking inserts. Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert"
5180-00-935-0737 ,Screw Thread Insert Repair Kit ,118.58,"Packets of 10 each of 1-1/2"" diameter free running and screw locking inserts. Packets of 10 each of 2"" diameter free running and screw locking inserts. Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert"
5180-00-935-0730 ,Screw Thread Insert Repair Kit ,123.04,"Packets of 10 each of 1-1/2"" diameter free running and screw locking inserts. Packets of 10 each of 2"" diameter free running and screw locking inserts. Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert"
5180-00-935-0732 ,Screw Thread Insert Repair Kit ,123.04,"Packets of 10 each of 1-1/2"" diameter free running and screw locking inserts. Packets of 10 each of 2"" diameter free running and screw locking inserts. Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert"
5180-00-935-0735 ,Screw Thread Insert Repair Kit ,123.04,"Packets of 10 each of 1-1/2"" diameter free running and screw locking inserts. Packets of 10 each of 2"" diameter free running and screw locking inserts. Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert"
5180-00-935-0736 ,Screw Thread Insert Repair Kit ,136.12,"Packets of 10 each of 1-1/2"" diameter free running and screw locking inserts. Packets of 10 each of 2"" diameter free running and screw locking inserts. Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert"
5180-00-054-7505 ,Screw Thread Insert Repair Kit ,136.7,"Packets of 10 each of 1-1/2"" diameter free running and screw locking inserts. Packets of 10 each of 2"" diameter free running and screw locking inserts. Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert"
5180-00-935-0738 ,Screw Thread Insert Repair Kit ,132.83,"Packets of 8 each of 1-1/2"" Dia. free running and screw locking inserts. Packets of 8 each of 2"" Dia. free running and screw locking inserts. Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert extractor"
5180-00-935-0733 ,Screw Thread Insert Repair Kit ,140.38,"Packets of 8 each of 1-1/2"" Dia. free running and screw locking inserts. Packets of 8 each of 2"" Dia. free running and screw locking inserts. Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert extractor"
5180-00-935-0734 ,Screw Thread Insert Repair Kit ,140.98,"Packets of 8 each of 1-1/2"" Dia. free running and screw locking inserts. Packets of 8 each of 2"" Dia. free running and screw locking inserts. Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert extractor"
5180-00-054-7524 ,Screw Thread Insert Repair Kit ,150.8,"Straight Flutes H1 thread limit, three flutes. Kit consists of stainless steel screw thread inserts, screw thread insert inserter, screw thread insert extractor, screw thread insert tang breakoff tool and thread-cutting taps. Special corrosion-resistant s"
5180-00-054-7513 ,Screw Thread Insert Repair Kit ,219.76,"Thread size 3/4(.750)-24 UNF.  Packets of 4 each of 1-1/ 2"" Dia. free running and screw locking inserts.  Packets of 4 each of 2"" Dia. free running and screw locking inserts. Kit consists of stainless steel screw thread inserts, screw thread insert insert"
5136-00-825-7108 ,Screw Thread Insert Tap ,6.18,"5/16 - 24 STI UNF. H2 thread limit, four flutes. For hand tapping in metal. Performs right-hand thread cutting. Has a square shank, ground threads and straight flutes. A bottoming tap has the first one to two threads chamfered, and a plug tap has the firs"
5136-00-045-0596 ,Screw Thread Insert Tap ,7.4,"Special finishing-style screw thread insert plug tap is for preparing threads for helical coil wire screw thread inserts. For hand tapping in metal. Performs right-hand thread cutting. Has a square shank, ground threads and straight flutes. A bottoming ta"
5136-00-825-7088 ,Screw Thread Insert Tap ,6.95,"Special finishing-style screw thread insert plug tap is for preparing threads for helical coil wire screw thread inserts. For hand tapping in metal. Performs right-hand thread cutting. Has a square shank, ground threads and straight flutes. A bottoming ta"
5136-00-825-7119 ,Screw Thread Insert Tap ,6.01,"Special finishing-style screw thread insert plug tap is for preparing threads for helical coil wire screw thread inserts. For hand tapping in metal. Performs right-hand thread cutting. Has a square shank, ground threads and straight flutes. A bottoming ta"
5136-00-825-7130 ,Screw Thread Insert Tap ,6.02,"Special finishing-style screw thread insert plug tap is for preparing threads for helical coil wire screw thread inserts. For hand tapping in metal. Performs right-hand thread cutting. Has a square shank, ground threads and straight flutes. A bottoming ta"
5180-00-357-7514 ,Screw Threading Set ,"2,183.45","Hand operated, steel set with right hand cutting is for cutting external and internal threads in pipe. Consists of (6) thread cutting taps, (6) thread cutting dies, (2) tap & (3) reamer wrenches, (3) diestocks for solid square die sizes 2"", 2.5"" & 4"". Tap"
5180-00-422-4975 ,Screw Threading Set ,602.6,"Screw threading tap and die set: sizes 1/4, 5/16, 3/8, 7/16, 1/2, 9/16, 5/8, 3/4, 7/8, 1"" NF and 1"" NS. Set contains 26 pc's, 2 diestocks, 11 thread cutting dies, 11 plug taps and 2 tap and reamer wrenches. Comes in an impact resistant case with separate "
5180-00-357-7510 ,Screw Threading Set ,61.89,"Set contains 12 components: five plug taps, five round split dies, one diestock and one tap wrench for 1/16 to 1/4 capacity with a T-handle. Thread sizes are 6 - 32, 8 - 32, 10 - 24 and 12 - 24 UNC and 10 - 32 UNF. Hand-operated tap and die set with right"
5180-00-752-9357 ,Screw Threading Set ,"1,314.75","Set contains 17 components: one diestock, three twist drills, 3-diameter round split dies, taper taps, plug taps, bottoming taps and an adjustable tap and reamer wrench of 1 to 2-1/2 capacity. Drill sizes are 63/64, 1-7/64 and 1-11/32, with Morse taper sh"
5180-00-448-2362 ,Screw Threading Set ,482.02,"Set contains 23 components: one round split die and one plug tap for each size, as well as a 1-1/2- and a 2-1/2""-diameter diestock and a tap and reamer wrench. Tap sizes are from 1/4 to 5/8"" in 1/16"" increments, 3/4, 7/8 and 1""-NC. Made of high-speed stee"
5180-00-317-8263 ,Screw Threading Set ,337.05,"Set contains 42 components: 10 each taper, plug and bottoming taps, 10 round split dies, 1 diestock and 1 adjustable tap wrench with a T-handle. Thread sizes are 1/4, 5/16, 3/8, 7/16 and 1/2 in both coarse (UNC) and fine (UNF) threads. Dies and diestock a"
5180-00-752-9356 ,Screw Threading Set ,876.35,"Set contains 54 components: 10 thread-cutting dies, 2 diestocks, 14 twist drills, 10 taper taps, 10 plug taps, 10 bottoming taps and 2 tap and reamer wrenches. Thread sizes are 1/4, 5/16, 3/8, 7/16, 1/2, 9/16, 5/8, 3/4, 7/8 and 1"" UNC. Drill sizes include"
5180-00-856-3471 ,Screw Threading Set ,101.94,"Thirty-nine piece hand-operated thread cutting tap and die set with plug taps and 1"" solid round dies in the following sizes: 4-40 UNC, 6-32 UNC, 8-32 UNC, 10-24 UNC, 10-32 UNF, 12-24 UNC, 1/4-20 UNC, 1/4-28 UNF, 5/16-18 UNC, 5/16-24 UNF, 3/8-16 UNC, 3/8-"
5136-00-357-7504 ,Screw Threading Set ,775.39,"Set consists of one taper tap, one plug tap and one bottoming tap, as well as one round split die for each of the following fine thread (UNF) sizes: 0 through 6, 8, 10, 12, 1/4, 5/16, 3/8, 7/16, 1/2, 9/16, 5/8, 3/4, 7/8 and 1"". Also included in the set is"
5136-00-357-7494 ,Screw Threading Set ,770.99,"Set consists of one taper tap, one plug tap, one bottoming tap and one round split die for each of the following coarse thread (UNC) series in sizes: 1 through 6, 8, 10, 12, 1/4, 5/16, 3/8, 7/16, 1/2, 9/16, 5/8, 3/4, 7/8 and 1"". Pitch diameter limits are:"
5180-00-752-9355 ,Screw Threading Set ,150.22,"Set contains 27 components: five thread-cutting dies, one diestock, five twist drills, five plug taps, five taper taps, five bottoming taps and one adjustable tap and reamer wrench with a T-handle. Thread sizes are 3 - 48, 5 - 40, 8 - 32, 10 - 24 and 12 -"
5180-00-203-9585 ,Screw Threading Set ,"1,554.32","Set contains 41 components: round split dies, two diestocks, plug taps and one adjustable tap and reamer wrench. Thread sizes range from 1/4 -20 UNC through 1- 8 UNC and 1/4- 28 UNF through 1 -14 UNS. Diestocks accommodate 1-1/2- and 2-1/2""-diameter dies."
8125-00-824-9058 ,Screw-Cap Bottle ,2.05,"This unbreakable, heat-resistant plastic bottle is a component of the Forest Service carrying case and is used in the belt weather case. (NFES #1157)  "
5120-01-439-0680 ,Screwdriver (Flat Tip) ,30.51,"These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trades. It is electrically insulated up to 1000 volts & has a cushion grip.  "
5120-00-903-8938 ,Screwdriver Bit (High-Torque Tip) ,11.51,High-torque tip type screwdriver bit has female square drive shank. Tip width is 0.266 and shank width across wrench flats is 0.25..  
5120-00-112-9349 ,Screwdriver Bit (Multiple Spline) ,3.94,"Multiple spline screwdriver blade, 4 flute, .069_.  "
5120-00-595-8197 ,Screwdriver Bit (Phillips/Hand Tools) ,0.36,"#2 Phillips cross tip, 1/4"" shank, overall length 1"".. Screwdriver bit is intended for use with hand-driven tools. Male hexagonal shank, hardened steel bit with a corrosion-resistant coating.  "
5120-00-250-5576 ,Screwdriver Bit (Phillips/Hand Tools) ,0.2,"#3 Phillips cross tip, 1/4"" shank, overall length 1"".. Screwdriver bit is designed for use with hand-driven tools. Hardened steel bit includes a male hexagonal shank and is corrosion-resistant.  "
5130-00-690-7259 ,Screwdriver Bit (Phillips/Power Tools) ,0.46,"Bit has a 1/4""  hexagonal shank with groove that holds it securely in bit chucks.. Hardened alloy steel power bit drives and removes screws with Phillips recesses. For use with power tools.  "
5130-00-021-2025 ,Screwdriver Bit (Phillips/Power Tools) ,0.46,"Phillips #3 cross tip, overall length 1-15/16 inch. Bit has a 1/4""  hexagonal shank with groove that holds it securely in bit chucks.. Hardened alloy steel power bit drives and removes screws with Phillips recesses. For use with power tools.  "
5130-00-240-5251 ,Screwdriver Bit (Phillips/Power Tools) ,0.8,"Phillips #4 cross tip, overall length 1-1/8 inch. Bit has a 5/16 notched square shank. Hardened alloy steel power bit drives and removes screws with Phillips recesses. For use with power tools.  "
5120-00-223-6977 ,Screwdriver Bit (Reed and Prince/Hand To ,0.69,Has a 1/4 inch shank. Bit has a male hexagonal shank and is made of hardened steel with a corrosion-resistant coating. For use with hand-driven tools.  
5130-00-240-5252 ,Screwdriver Bit (Slotted/Power Tools) ,2.67,"Flat tip bit has a 5/16 notched square shank, 5/16 tip width, 0.050 blade thickness and measures 1-1/2 long overall. Apex P/N 890-5, Zephyr Mfg P/N H3257A or equal. Hardened alloy steel power bit for driving and removing screws with slotted recesses. For "
5120-00-177-6832 ,Screwdriver Bit (Socket Set and Cap Scre ,0.89,"Hexagonal 9/64"" tip (0.141""), 1/4"" shank, overall length 1"". Tip: 9/64"" (No. 141). Screwdriver bit is intended for use with hand-driven tools. Male hexagonal shank, hardened steel bit with a corrosion-resistant coating.  "
5120-00-888-5826 ,Screwdriver Bit (Torq-Set/Hand Tools) ,0.66,"1/4"" shank Screwdriver bit is intended for use with hand-driven tools. Male hexagonal shank, hardened steel bit with a corrosion-resistant coating.  "
5120-00-888-5827 ,Screwdriver Bit (Torq-Set/Hand Tools) ,0.66,"1/4"" shank Screwdriver bit is intended for use with hand-driven tools. Male hexagonal shank, hardened steel bit with a corrosion-resistant coating.  "
5120-00-888-5831 ,Screwdriver Bit (Torq-Set/Hand Tools) ,0.66,"1/4"" shank Screwdriver bit is intended for use with hand-driven tools. Male hexagonal shank, hardened steel bit with a corrosion-resistant coating.  "
5120-00-226-5606 ,Screwdriver Bit (Torq-Set/Hand Tools) ,1.06,"1/4"" shank Screwdriver bit is intended for use with hand-driven tools. Male hexagonal shank, hardened steel bit with a corrosion-resistant coating.  "
5120-00-888-5829 ,Screwdriver Bit (Torq-Set/Hand Tools) ,1.33,"Torq-set #4 tip, 1/4"" shank, overall length 1"". Screwdriver bit is intended for use with hand-driven tools. Male hexagonal shank, hardened steel bit with a corrosion-resistant coating.  "
5130-00-724-3703 ,Screwdriver Bit (Torq-Set/Power Tools) ,6.32,"1/4"" hexagonal shank. Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools.  "
5130-00-674-9213 ,Screwdriver Bit (Torq-Set/Power Tools) ,6.32,"Shank size: 1/4"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools.  "
5130-00-805-3793 ,Screwdriver Bit (Torq-Set/Power Tools) ,0.89,"Tip size: Torq-set #6. Shank size: 1/4"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools.  "
5130-00-133-3453 ,Screwdriver Bit (Torq-Set/Power Tools) ,2.36,"Tip:  Torq-set  5/16"". Shank size:  5/16"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools.  "
5130-00-674-9211 ,Screwdriver Bit (Torq-Set/Power Tools) ,6.32,"Tip:  Torq-set #6. Shank size: 1/4"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools.  "
5130-00-511-0210 ,Screwdriver Bit (Torq-Set/Power Tools) ,2.18,"Tip:  Torq-set 3/8"". Shank size:  7/16"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools.  "
5130-00-774-7130 ,Screwdriver Bit (Torq-Set/Power Tools) ,0.89,"Tip: Torq-set #10. Shank size: 1/4"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools.  "
5130-00-816-1314 ,Screwdriver Bit (Torq-Set/Power Tools) ,4.59,"Tip: Torq-set #2. Shank size: 1/4"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools.  "
5130-00-674-9212 ,Screwdriver Bit (Torq-Set/Power Tools) ,6.32,"Tip: Torq-set #8. Shank size: 1/4"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools.  "
5130-00-726-7873 ,Screwdriver Bit (Torq-Set/Power Tools) ,0.89,"Tip: Torq-set #8. Shank size: 1/4"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools.  "
5130-00-672-8671 ,Screwdriver Bit (Torq-Set/Power Tools) ,2.31,"Tip: Torq-set 1/4"". Shank size:  7/16"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools.  "
5130-00-798-0825 ,Screwdriver Bit (Torq-Set/Power Tools) ,1.74,"Torq-set #2 tip, 1/4"" hexagonal shank, overall length 1-1/4"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools. "
5130-00-798-0828 ,Screwdriver Bit (Torq-Set/Power Tools) ,1.74,"Torq-set #2 tip, 1/4"" hexagonal shank, overall length 1-1/4"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools. "
5130-00-798-0829 ,Screwdriver Bit (Torq-Set/Power Tools) ,3.49,"Torq-set #2 tip, 1/4"" hexagonal shank, overall length 1-1/4"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tools. "
5130-00-672-8679 ,Screwdriver Bit (Torq-Set/Power Tools) ,4.57,"Torq-set 5/16"" tip, 1/4"" hexagonal shank, overall length 1-1/4"". Hardened alloy steel power bit drives and removes screws with Torq-set recesses. Bit has a grooved hexagonal shank. Tip sizes No. 6 through 1/4 have anti-camout ribs. For use with power tool"
5120-00-528-2891 ,Screwdriver Bit Adapter/Holder - Nonpowe ,2.15,"1/4"" drive, 1/4"" hexagonal bit opening, 1"" long. Steel adapter has a square female drive socket at one end for attaching to driver. A hexagonal female socket at the other end receives hexagonal shank screwdriver bits. A spring-loaded locking mechanism sec"
5120-00-331-5502 ,Screwdriver Bit Adapter/Holder - Nonpowe ,3.12,"3/8"" drive, 5/16"" hexagonal bit opening, 1-1/2"" long Steel adapter has a square female drive socket at one end for attaching to driver. A hexagonal female socket at the other end receives hexagonal shank screwdriver bits. A spring-loaded locking mechanism"
5120-00-528-2892 ,Screwdriver Bit Adapter/Holder (Non-Powe ,2.47,"3/8"" square drive. 6-point bit opening: 1/4"". Steel adapter has a square female drive socket at one end for attaching to driver. A hexagonal female socket at the other end receives hexagonal shank screwdriver bits. A spring-loaded locking mechanism secure"
5120-00-640-6733 ,Screwdriver Bit Hex Tip ,1.08,Has a 1/4 shank. Socket head set and cap screw pattern.  Standard shank. Tip size - 1/8 inch; shank size - 1/4 inch; overall length - 1 inch.  Hexagonal male power bit shank with retaining grove.  
5120-00-921-0574 ,Screwdriver Bit Hex Tip ,1.08,Has a 1/4 shank. Socket head set and cap screw pattern.  Standard shank. Tip size - 7/64 inch; shank size - 1/4 inch; overall length - 1 inch.  Hexagonal male power bit shank with retining grove.  
5130-00-337-9125 ,Screwdriver Bit Holder ,3.09,"Nonmagnetic bit holder is for 1/4"" hexagonal shank insert bits. Has a 1/4"" grooved hexagonal shank at one end and a 1/4"" hexagonal socket at the other end to accommodate the insert bit. Overall length is 2-1/8"". Apex P/N 490, Zephyr P/N ZNM-10, Magna P/N "
5120-01-462-8764 ,Screwdriver Bit Set ,14.23,"Eight piece tip set with magnetic holder contains: Phillips No. 1,2,3; Slotted No. 6, 8, 10, 12. Ideal for use with Phillips, slotted, drywall, deck, and square recessed screws in fastening applications. Made of shock resistant tool steel for maximum dura"
5120-01-462-8762 ,Screwdriver Bit Set ,7.77,"Five piece power bit set contains: Phillips No. 1,2,3; Slotted No. 8 and10.  Finder included with No. 10 only. Ideal for use with Phillips, slotted, drywall, deck, and square recessed screws in fastening applications. Made of shock resistant tool steel fo"
5120-01-462-8759 ,Screwdriver Bit Set ,9.27,"Four piece 3-1/2"" bit set contains: Phillips No. 1,2 and Slotted No. 8 and 10 Ideal for use with Phillips, slotted, drywall, deck, and square recessed screws in fastening applications. Made of shock resistant tool steel for maximum durability. Hardened co"
5120-00-678-5057 ,Screwdriver Bit Set ,77.5,"Socket head set has cap screw pattern and hexagonal tips, with a 7/16"" hexagonal shank. Consists of nine bits with 3/16, 7/32, 1/4, 5/16, 3/8, 7/16, 1/2, 9/16 and 5/8"" hexagonal bit ends; one bit holder with socket for 7/16"" hexagonal bits on one end and "
5120-00-997-2858 ,Screwdriver Bit Set & Handle ,5.61,"Set consists of a plastic, non-ratcheting handle, a carbon steel or aluminum shaft, and four interchangeable bits. A 4"" hollow shaft at one end of the tool houses an AlNiCo magnet to hold bits. Bits are magnetized to help hold and start screws. Includes: "
5120-00-851-4247 ,Screwdriver Bit Set and Handle ,49.06,"Consists of a plastic handle, extension and nine changeable hexagonal bits. The 4-1/8"" long handle has a spring-action lock to hold bit or extension. The 5"" long extension has a shaft with wing drive to accept handle. The 5""-long bits come in sizes 0.050,"
5120-00-832-6224 ,Screwdriver Bit Set and Handle ,171.35,"Set consists of one torque-limiting screwdriver, one drive adapter and four 1-15/16"" long changeable bits. Screwdriver provides 0.2 to 4.0 Nm and 2 to 36 in-lb torque in left-hand and right-hand directions. Set has one 1/4"" hexagonal to 1/4"" square drive "
